"http://www.okkam.org/oaie/restaurant2-Restaurant625","","http://www.okkam.org/oaie/restaurant2-Address625","http://www.okkam.org/oaie/restaurant2-Category625","lombardi's","212-941-7994","","http://www.okkam.org/ontology_restaurant2.owl#Restaurant"
"http://www.okkam.org/oaie/restaurant2-Address447","las vegas","","","","","400 e. sahara ave.","http://www.okkam.org/ontology_restaurant2.owl#Address"
"http://www.okkam.org/oaie/restaurant2-Restaurant490","","http://www.okkam.org/oaie/restaurant2-Address490","http://www.okkam.org/oaie/restaurant2-Category490","l'osteria del forno","415/982-1124","","http://www.okkam.org/ontology_restaurant2.owl#Restaurant"
"http://www.okkam.org/oaie/restaurant2-Address203","new york","","","","","2 e. 61st st.","http://www.okkam.org/ontology_restaurant2.owl#Address"
"http://www.okkam.org/oaie/restaurant2-Category335","","","","asian","","","http://www.okkam.org/ontology_restaurant2.owl#Category"
"http://www.okkam.org/oaie/restaurant2-Category448","","","","coffee shops/diners","","","http://www.okkam.org/ontology_restaurant2.owl#Category"
"http://www.okkam.org/oaie/restaurant2-restaurant261","","http://www.okkam.org/oaie/restaurant2-Address161","http://www.okkam.org/oaie/restaurant2-Category161","roscoe's house of chicken 'n' waffles","213/466-9329","","http://www.okkam.org/ontology_restaurant2.owl#Restaurant"
"http://www.okkam.org/oaie/restaurant2-Address286","new york","","","","","149 e. 57th st.","http://www.okkam.org/ontology_restaurant2.owl#Address"
"http://www.okkam.org/oaie/restaurant2-Category66","","","","bbq","","","http://www.okkam.org/ontology_restaurant2.owl#Category"
"http://www.okkam.org/oaie/restaurant2-Address408","atlanta","","","","","park place  across from perimeter mall  dunwoody","http://www.okkam.org/ontology_restaurant2.owl#Address"
"http://www.okkam.org/oaie/restaurant2-restaurant223","","http://www.okkam.org/oaie/restaurant2-Address123","http://www.okkam.org/oaie/restaurant2-Category123","cava","213/658-8898","","http://www.okkam.org/ontology_restaurant2.owl#Restaurant"
"http://www.okkam.org/oaie/restaurant2-Category487","","","","","","","http://www.okkam.org/ontology_restaurant2.owl#Category"
"http://www.okkam.org/oaie/restaurant2-Restaurant66","","http://www.okkam.org/oaie/restaurant2-Address66","http://www.okkam.org/oaie/restaurant2-Category66","virgil's real bbq","212-921-9494","","http://www.okkam.org/ontology_restaurant2.owl#Restaurant"
"http://www.okkam.org/oaie/restaurant2-Address139","los angeles","","","","","301 n. beverly dr.","http://www.okkam.org/ontology_restaurant2.owl#Address"
"http://www.okkam.org/oaie/restaurant2-Category620","","","","ukrainian","","","http://www.okkam.org/ontology_restaurant2.owl#Category"
"http://www.okkam.org/oaie/restaurant2-Address499","san francisco","","","","","3131 webster st.","http://www.okkam.org/ontology_restaurant2.owl#Address"
"http://www.okkam.org/oaie/restaurant2-Restaurant491","","http://www.okkam.org/oaie/restaurant2-Address491","http://www.okkam.org/oaie/restaurant2-Category491","le central","415/391-2233","","http://www.okkam.org/ontology_restaurant2.owl#Restaurant"
"http://www.okkam.org/oaie/restaurant2-restaurant221","","http://www.okkam.org/oaie/restaurant2-Address121","http://www.okkam.org/oaie/restaurant2-Category121","california pizza kitchen","310/275-1101","","http://www.okkam.org/ontology_restaurant2.owl#Restaurant"
"http://www.okkam.org/oaie/restaurant2-Restaurant626","","http://www.okkam.org/oaie/restaurant2-Address626","http://www.okkam.org/oaie/restaurant2-Category626","marnie's noodle shop","212-741-3214","","http://www.okkam.org/ontology_restaurant2.owl#Restaurant"
"http://www.okkam.org/oaie/restaurant2-Address448","las vegas","","","","","3000 las vegas blvd. s","http://www.okkam.org/ontology_restaurant2.owl#Address"
"http://www.okkam.org/oaie/restaurant2-Restaurant67","","http://www.okkam.org/oaie/restaurant2-Address67","http://www.okkam.org/oaie/restaurant2-Category67","chin's","702-733-8899","","http://www.okkam.org/ontology_restaurant2.owl#Restaurant"
"http://www.okkam.org/oaie/restaurant2-Category334","","","","italian","","","http://www.okkam.org/ontology_restaurant2.owl#Category"
"http://www.okkam.org/oaie/restaurant2-Category65","","","","american (new)","","","http://www.okkam.org/ontology_restaurant2.owl#Category"
"http://www.okkam.org/oaie/restaurant2-Address204","new york","","","","","200 park ave.  between 45th st. and vanderbilt ave.","http://www.okkam.org/ontology_restaurant2.owl#Address"
"http://www.okkam.org/oaie/restaurant2-Category447","","","","continental","","","http://www.okkam.org/ontology_restaurant2.owl#Category"
"http://www.okkam.org/oaie/restaurant2-Category409","","","","fusion","","","http://www.okkam.org/ontology_restaurant2.owl#Category"
"http://www.okkam.org/oaie/restaurant2-Address285","new york","","","","","106 e. 57th st.","http://www.okkam.org/ontology_restaurant2.owl#Address"
